games,event,team,pos,medal,as,athlete_id,noc,discipline,nationality
1984 Summer Olympics,"Individual, Women (Olympic)",,37.0,,Macy Lau,599,HKG,Archery,
1984 Summer Olympics,"Individual, Women (Olympic)",,45.0,,Ng Wing Nga,600,HKG,Archery,
1984 Summer Olympics,"Individual, Women (Olympic)",,47.0,,Wong-Lau So Han,601,HKG,Archery,
1984 Summer Olympics,"Individual, Men (Olympic)",,57.0,,Fok Ming Shan,602,HKG,Archery,
1988 Summer Olympics,"Individual, Men (Olympic)",,77.0,,Fok Ming Shan,602,HKG,Archery,
1924 Summer Olympics,"Singles, Men (Olympic)",,=17,,Guillermo Robson,603,ARG,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Carlos Dumas,=9,,Guillermo Robson,603,ARG,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Américo Cattaruzza,=16,,Jorge Williams,604,ARG,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Sargis Sargsyan,605,ARM,Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Sargis Sargsyan,605,ARM,Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=33,,Sargis Sargsyan,605,ARM,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=33,,Nadia Bisiach,606,AUS,Table Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Kerri Tepper,=15,,Nadia Bisiach,606,AUS,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Jenny Byrne,607,AUS,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Lisa Campbell,608,AUS,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Murray Hocking,=17,,Lisa Campbell,608,AUS,Badminton,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Rhonda Cator,609,AUS,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Anna Lao,=5,,Rhonda Cator,609,AUS,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Peter Blackburn,=9,,Rhonda Cator,609,AUS,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Amanda Hardy,=17,,Rhonda Cator,609,AUS,Badminton,
2000 Summer Olympics,"Singles, Women (Olympic)",,=17,,Rhonda Cator,609,AUS,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Peter Blackburn,=17,,Rhonda Cator,609,AUS,Badminton,
2000 Summer Olympics,"Doubles, Women (Olympic)",Amanda Hardy,=17,,Rhonda Cator,609,AUS,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Paul Stevenson,=17,,Amanda Hardy,610,AUS,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Rhonda Cator,=17,,Amanda Hardy,610,AUS,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",David Bamford,=17,,Amanda Hardy,610,AUS,Badminton,
2000 Summer Olympics,"Doubles, Women (Olympic)",Rhonda Cator,=17,,Amanda Hardy,610,AUS,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Kerri Tepper,=17,,Ying Kwok,611,AUS,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=5,,Anna Lao,612,AUS,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Rhonda Cator,=5,,Anna Lao,612,AUS,Badminton,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Rachel McQuillan,613,AUS,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Nicole Provis,=3,Bronze,Rachel McQuillan,613,AUS,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Rachel McQuillan,613,AUS,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=17,,Anne Minter,614,AUS,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Nicole Provis,615,AUS,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Rachel McQuillan,=3,Bronze,Nicole Provis,615,AUS,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Nicole Provis-Bradtke,615,AUS,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Rennae Stubbs,DNS,,Nicole Provis-Bradtke,615,AUS,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=33,,Liz Smylie,616,AUS,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Wendy Turnbull,=3,Bronze,Liz Smylie,616,AUS,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Rennae Stubbs,617,AUS,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Nicole Provis-Bradtke,DNS,,Rennae Stubbs,617,AUS,Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Jelena Dokic,=9,,Rennae Stubbs,617,AUS,Tennis,
2004 Summer Olympics,"Doubles, Women (Olympic)",Alicia Molik,=5,,Rennae Stubbs,617,AUS,Tennis,
2008 Summer Olympics,"Doubles, Women (Olympic)",Samantha Stosur,=9,,Rennae Stubbs,617,AUS,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=25,,Kerri Tepper,618,AUS,Table Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Nadia Bisiach,=15,,Kerri Tepper,618,AUS,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Kerri Tepper,618,AUS,Table Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Ying Kwok,=17,,Kerri Tepper,618,AUS,Table Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=17,,Wendy Turnbull,619,AUS,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Liz Smylie,=3,Bronze,Wendy Turnbull,619,AUS,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Song Yang,620,AUS,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Shirley Zhou,621,AUS,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Stella Zhou,=25,,Shirley Zhou,621,AUS,Table Tennis,
2000 Summer Olympics,"Singles, Women (Olympic)",,=33,,Shirley Zhou,621,AUS,Table Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Miao Miao,=5,,Shirley Zhou,621,AUS,Table Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=17,,Manton Bayley,623,AUS,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Jim Willard,=16,,Manton Bayley,623,AUS,Tennis,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Rhonda Cator,=9,,Peter Blackburn,624,AUS,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Paul Staight,=9,,Peter Blackburn,624,AUS,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Rhonda Cator,=17,,Peter Blackburn,624,AUS,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",David Bamford,=17,,Peter Blackburn,624,AUS,Badminton,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Darren Cahill,625,AUS,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",John Fitzgerald,=5,,Darren Cahill,625,AUS,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,John Fitzgerald,626,AUS,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Darren Cahill,=5,,John Fitzgerald,626,AUS,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Todd Woodbridge,=9,,John Fitzgerald,626,AUS,Tennis,
1896 Summer Olympics,"400 metres, Men (Olympic)",,DNS,,Teddy Flack,627,AUS,Athletics,
1896 Summer Olympics,"800 metres, Men (Olympic)",,1,Gold,Teddy Flack,627,AUS,Athletics,
1896 Summer Olympics,"1,500 metres, Men (Olympic)",,1,Gold,Teddy Flack,627,AUS,Athletics,
1896 Summer Olympics,"Marathon, Men (Olympic)",,DNF,,Teddy Flack,627,AUS,Athletics,
1896 Summer Olympics,Tennis,AUS,,,Teddy Flack,627,AUS,Athletics,
1896 Summer Olympics,"Singles, Men (Olympic)",,=8,,Teddy Flack,627,AUS,Athletics,
1896 Summer Olympics,"Doubles, Men (Olympic)",George Stuart Robertson,3,Bronze,Teddy Flack,627,AUS,Athletics,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Richard Fromberg,628,AUS,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=41,,Gary Haberl,629,AUS,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Murray Hocking,630,AUS,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Lisa Campbell,=17,,Murray Hocking,630,AUS,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=49,,Paul Langley,631,AUS,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Russ Lavale,=25,,Paul Langley,631,AUS,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Paul Langley,=25,,Russ Lavale,632,AUS,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=49,,Russ Lavale,632,AUS,Table Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=49,,Russ Lavale,632,AUS,Table Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Trevor Brown,=25,,Russ Lavale,632,AUS,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Wally Masur,633,AUS,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Wally Masur,633,AUS,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=9,,Mark Philippoussis,634,AUS,Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=9,,Mark Philippoussis,634,AUS,Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=33,,Mark Philippoussis,634,AUS,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=49,,Mark Smythe,635,AUS,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Mark Smythe,635,AUS,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Simon Gerada,=25,,Mark Smythe,635,AUS,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Peter Blackburn,=9,,Paul Staight,636,AUS,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Amanda Hardy,=17,,Paul Stevenson,637,AUS,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Jason Stoltenberg,638,AUS,Tennis,
1920 Summer Olympics,"Singles, Men (Olympic)",,=17,,Ronald Thomas,639,AUS,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",Gerald Patterson,DNS,,Ronald Thomas,639,AUS,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=17,,Jim Willard,640,AUS,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Manton Bayley,=16,,Jim Willard,640,AUS,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Todd Woodbridge,641,AUS,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",John Fitzgerald,=9,,Todd Woodbridge,641,AUS,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=9,,Todd Woodbridge,641,AUS,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Mark Woodforde,1,Gold,Todd Woodbridge,641,AUS,Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Mark Woodforde,2,Silver,Todd Woodbridge,641,AUS,Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Wayne Arthurs,=9,,Todd Woodbridge,641,AUS,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Todd Woodbridge,1.0,Gold,Mark Woodforde,642,AUS,Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Todd Woodbridge,2.0,Silver,Mark Woodforde,642,AUS,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Barbara Paulus,643,AUT,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Barbara Paulus,643,AUT,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Petra Ritter,644,AUT,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Judith Wiesner,=9,,Petra Ritter,644,AUT,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Judith Wiesner,645,AUT,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Petra Ritter,=9,,Judith Wiesner,645,AUT,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Judith Wiesner,645,AUT,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Ding Yi,=17,,Erich Amplatz,646,AUT,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,Alex Antonitsch,647,AUT,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Horst Skoff,=9,,Alex Antonitsch,647,AUT,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Ding Yi,=17,,Gottfried Bär,648,AUT,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=9,,Ding Yi,649,AUT,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Gottfried Bär,=17,,Ding Yi,649,AUT,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=5,,Ding Yi,649,AUT,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Erich Amplatz,=17,,Ding Yi,649,AUT,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Ding Yi,649,AUT,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Qian Qianli,=9,,Ding Yi,649,AUT,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Ding Yi,649,AUT,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Hannes Fuchs,650,AUT,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Jürgen Koch,=17,,Hannes Fuchs,650,AUT,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Hannes Fuchs,650,AUT,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Werner Schlager,=9,,Karl Jindrak,651,AUT,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Werner Schlager,=5,,Karl Jindrak,651,AUT,Table Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Werner Schlager,=9,,Karl Jindrak,651,AUT,Table Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,=26,,Rolf Kinzl,652,AUT,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Kurt von Wessely,DNS,,Rolf Kinzl,652,AUT,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Jürgen Koch,653,AUT,Badminton,
1992 Summer Olympics,"Doubles, Men (Olympic)",Hannes Fuchs,=17,,Jürgen Koch,653,AUT,Badminton,
1984 Summer Olympics,"Singles, Men (Olympic (non-medal))",,=9,,Thomas Muster,654,AUT,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Thomas Muster,654,AUT,Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,=26,,Fritz Felix Piepes,655,AUT,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Arthur Zborzil,=4,,Fritz Felix Piepes,655,AUT,Tennis,
1912 Summer Olympics,"Singles, Men (Olympic)",,=31,,Fritz Felix Piepes,655,AUT,Tennis,
1912 Summer Olympics,"Doubles, Men (Olympic)",Arthur Zborzil,2,Silver,Fritz Felix Piepes,655,AUT,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Ding Yi,=9,,Qian Qianli,656,AUT,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Werner Schlager,657,AUT,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Karl Jindrak,=9,,Werner Schlager,657,AUT,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=5,,Werner Schlager,657,AUT,Table Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Karl Jindrak,=5,,Werner Schlager,657,AUT,Table Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=9,,Werner Schlager,657,AUT,Table Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Karl Jindrak,=9,,Werner Schlager,657,AUT,Table Tennis,
2008 Summer Olympics,"Singles, Men (Olympic)",,=9,,Werner Schlager,657,AUT,Table Tennis,
2008 Summer Olympics,"Team, Men (Olympic)",Austria,4,,Werner Schlager,657,AUT,Table Tennis,
2012 Summer Olympics,"Singles, Men (Olympic)",,=17,,Werner Schlager,657,AUT,Table Tennis,
2012 Summer Olympics,"Team, Men (Olympic)",Austria,=5,,Werner Schlager,657,AUT,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,Horst Skoff,658,AUT,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Alex Antonitsch,=9,,Horst Skoff,658,AUT,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Horst Skoff,658,AUT,Tennis,
1912 Summer Olympics,"Singles, Men (Olympic)",,=5,,"Ludwig, Graf von Salm-Hoogstraeten",659,AUT,Tennis,
1912 Summer Olympics,"Doubles, Men (Olympic)",Herbert Planner von Plaun,DNS,,"Ludwig, Graf von Salm-Hoogstraeten",659,AUT,Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,=16,,Arthur Zborzil,660,AUT,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Fritz Felix Piepes,=4,,Arthur Zborzil,660,AUT,Tennis,
1912 Summer Olympics,"Singles, Men (Olympic)",,=5,,Arthur Zborzil,660,AUT,Tennis,
1912 Summer Olympics,"Doubles, Men (Olympic)",Fritz Felix Piepes,2,Silver,Arthur Zborzil,660,AUT,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Roger Smith,=17,,Mark Knowles,661,BAH,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Mark Knowles,661,BAH,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Roger Smith,=9,,Mark Knowles,661,BAH,Tennis,
2000 Summer Olympics,"Doubles, Men (Olympic)",Mark Merklein,=5,,Mark Knowles,661,BAH,Tennis,
2004 Summer Olympics,"Doubles, Men (Olympic)",Mark Merklein,=17,,Mark Knowles,661,BAH,Tennis,
2008 Summer Olympics,"Doubles, Men (Olympic)",Devin Mullings,=17,,Mark Knowles,661,BAH,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Roger Smith,662,BAH,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Mark Knowles,=17,,Roger Smith,662,BAH,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Mark Knowles,=9,,Roger Smith,662,BAH,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=5,,Sabine Appelmans,663,BEL,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Sabine Appelmans,663,BEL,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Laurence Courtois,=9,,Sabine Appelmans,663,BEL,Tennis,
2000 Summer Olympics,"Singles, Women (Olympic)",,=9,,Sabine Appelmans,663,BEL,Tennis,
1920 Summer Olympics,"Singles, Women (Olympic)",,=5,,Fernande Arendt,664,BEL,Tennis,
1920 Summer Olympics,"Doubles, Women (Olympic)",Marie Storms,4,,Fernande Arendt,664,BEL,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=25,,Karina Bogaerts,665,BEL,Table Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Albert Lammens,=5,,Marguerite Chaudoir,666,BEL,Tennis,
1920 Summer Olympics,"Doubles, Women (Olympic)",Marthe Dupont,=5,,Marguerite Chaudoir,666,BEL,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Laurence Courtois,667,BEL,Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Sabine Appelmans,=9,,Laurence Courtois,667,BEL,Tennis,
1920 Summer Olympics,"Singles, Women (Olympic)",,=5,,Anne de Borman,668,BEL,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Jean Washer,=8,,Anne de Borman,668,BEL,Tennis,
1920 Summer Olympics,"Doubles, Women (Olympic)",Lucette Tschaggeny,=5,,Anne de Borman,668,BEL,Tennis,
1924 Summer Olympics,"Singles, Women (Olympic)",,=17,,Anne de Borman,668,BEL,Tennis,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Stéphane Halot,=9,,Anne de Borman,668,BEL,Tennis,
1924 Summer Olympics,"Doubles, Women (Olympic)",Marie Storms,=8,,Anne de Borman,668,BEL,Tennis,
1920 Summer Olympics,"Singles, Women (Olympic)",,=15,,Marthe Dupont,669,BEL,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",René Laloux,=8,,Marthe Dupont,669,BEL,Tennis,
1920 Summer Olympics,"Doubles, Women (Olympic)",Marguerite Chaudoir,=5,,Marthe Dupont,669,BEL,Tennis,
1924 Summer Olympics,"Singles, Women (Olympic)",,=17,,Marthe Dupont,669,BEL,Tennis,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Jean Washer,=15,,Marthe Dupont,669,BEL,Tennis,
1924 Summer Olympics,"Doubles, Women (Olympic)",Marie Janssen,DNS,,Marthe Dupont,669,BEL,Tennis,
1920 Summer Olympics,"Doubles, Women (Olympic)",Suzanne Laurencin,9.0,,Marie Jones,670,BEL,Tennis,
1920 Summer Olympics,"Doubles, Women (Olympic)",Marie Jones,9.0,,Suzanne Laurencin,671,BEL,Tennis,
1920 Summer Olympics,"Singles, Women (Olympic)",,=15,,Marie Storms,672,BEL,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Stéphane Halot,=5,,Marie Storms,672,BEL,Tennis,
1920 Summer Olympics,"Doubles, Women (Olympic)",Fernande Arendt,4,,Marie Storms,672,BEL,Tennis,
1924 Summer Olympics,"Singles, Women (Olympic)",,=17,,Marie Storms,672,BEL,Tennis,
1924 Summer Olympics,"Doubles, Women (Olympic)",Anne de Borman,=8,,Marie Storms,672,BEL,Tennis,
1920 Summer Olympics,"Doubles, Women (Olympic)",Anne de Borman,=5,,Lucette Tschaggeny,673,BEL,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Dominique Van Roost,674,BEL,Tennis,
2000 Summer Olympics,"Singles, Women (Olympic)",,=5,,Dominique Van Roost,674,BEL,Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Els Callens,3,Bronze,Dominique Van Roost,674,BEL,Tennis,
1920 Summer Olympics,"Singles, Men (Olympic)",,=17,,Victor de Laveleye,675,BEL,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",Stéphane Halot,=17,,Victor de Laveleye,675,BEL,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=33,,Victor de Laveleye,675,BEL,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Jean Washer,=16,,Victor de Laveleye,675,BEL,Tennis,
1928 Summer Olympics,"Hockey, Men (Olympic)",Belgium,DNS,,Victor de Laveleye,675,BEL,Hockey,
1920 Summer Olympics,"Doubles, Men (Olympic)",Maurice Van Den Bemden,=17,,Robert Grisar,676,BEL,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Marie Storms,=5,,Stéphane Halot,677,BEL,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",Victor de Laveleye,=17,,Stéphane Halot,677,BEL,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=33,,Stéphane Halot,677,BEL,Tennis,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Anne de Borman,=9,,Stéphane Halot,677,BEL,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Albert Lammens,=16,,Stéphane Halot,677,BEL,Tennis,
1924 Summer Olympics,"Singles, Women (Olympic)",,=28,,Marie Janssen,678,BEL,Tennis,
1924 Summer Olympics,"Doubles, Women (Olympic)",Marthe Dupont,DNS,,Marie Janssen,678,BEL,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",René Laloux,=17,,André Laloux,679,BEL,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Marthe Dupont,=8,,René Laloux,680,BEL,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",André Laloux,=17,,René Laloux,680,BEL,Tennis,
1920 Summer Olympics,"Singles, Men (Olympic)",,=9,,Albert Lammens,681,BEL,Tennis,
